image_name,image_path,latitude,longitude,label_code,label,num_pixels,dominant_pixel_count
28.9442_77.6058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9442_77.6058.png,28.9442,77.6058,40,Cropland,16384,14380
28.4442_77.6058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4442_77.6058.png,28.4442,77.6058,40,Cropland,16384,8111
28.8178_77.1645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8178_77.1645.png,28.8178,77.1645,40,Cropland,16384,10801
28.7767_77.1410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7767_77.1410.png,28.7767,77.141,50,Built-up,16384,10342
28.2767_77.2322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2767_77.2322.png,28.2767,77.2322,40,Cropland,16384,12485
28.2767_77.6322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2767_77.6322.png,28.2767,77.6322,40,Cropland,16384,16064
28.8090_77.5234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8090_77.5234.png,28.809,77.5234,40,Cropland,16384,13926
28.8266_77.2646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8266_77.2646.png,28.8266,77.2646,40,Cropland,16384,7679
28.6443_77.0410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6443_77.0410.png,28.6443,77.041,50,Built-up,16384,15053
28.3855_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3855_77.2234.png,28.3855,77.2234,20,Vegetation,16384,5106
28.8679_77.2558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.2558.png,28.8679,77.2558,40,Cropland,16384,12345
28.4766_77.1943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4766_77.1943.png,28.4766,77.1943,10,Vegetation,16384,10934
28.5355_77.3233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5355_77.3233.png,28.5355,77.3233,10,Vegetation,16384,5140
28.3767_76.8822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3767_76.8822.png,28.3767,76.8822,50,Built-up,16384,12649
28.7943_77.1146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7943_77.1146.png,28.7943,77.1146,40,Cropland,16384,11880
28.5179_76.9734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5179_76.9734.png,28.5179,76.9734,40,Cropland,16384,9011
28.8943_77.2646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.2646.png,28.8943,77.2646,40,Cropland,16384,12779
28.4556_77.3321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4556_77.3321.png,28.4556,77.3321,10,Vegetation,16384,5817
28.8943_77.5443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.5443.png,28.8943,77.5443,40,Cropland,16384,10674
28.4057_77.1733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4057_77.1733.png,28.4057,77.1733,20,Vegetation,16384,9573
28.3943_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3943_76.9145.png,28.3943,76.9145,50,Built-up,16384,7522
28.2442_77.2322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2442_77.2322.png,28.2442,77.2322,40,Cropland,16384,15598
28.4590_77.4321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4590_77.4321.png,28.459,77.4321,40,Cropland,16384,10059
28.5854_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5854_77.2234.png,28.5854,77.2234,50,Built-up,16384,10361
28.4057_77.5058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4057_77.5058.png,28.4057,77.5058,40,Cropland,16384,13352
28.9678_76.8734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9678_76.8734.png,28.9678,76.8734,40,Cropland,16384,13674
28.5854_77.3145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5854_77.3145.png,28.5854,77.3145,50,Built-up,16384,15545
28.3767_77.0443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3767_77.0443.png,28.3767,77.0443,40,Cropland,16384,11430
28.8767_77.5821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8767_77.5821.png,28.8767,77.5821,40,Cropland,16384,15516
28.9766_77.6443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9766_77.6443.png,28.9766,77.6443,40,Cropland,16384,7631
28.9590_77.5234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9590_77.5234.png,28.959,77.5234,40,Cropland,16384,12540
28.4090_76.9944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4090_76.9944.png,28.409,76.9944,50,Built-up,16384,11025
28.9354_76.8910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9354_76.8910.png,28.9354,76.891,40,Cropland,16384,11875
28.4178_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.4558.png,28.4178,77.4558,10,Vegetation,16384,10809
28.9354_76.8822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9354_76.8822.png,28.9354,76.8822,40,Cropland,16384,10251
28.2767_77.0944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2767_77.0944.png,28.2767,77.0944,40,Cropland,16384,15441
28.2855_77.6322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2855_77.6322.png,28.2855,77.6322,40,Cropland,16384,15177
28.2354_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2354_76.9145.png,28.2354,76.9145,40,Cropland,16384,12342
28.9442_77.4822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9442_77.4822.png,28.9442,77.4822,10,Vegetation,16384,8735
28.5057_77.4734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5057_77.4734.png,28.5057,77.4734,50,Built-up,16384,12767
28.4354_77.3444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4354_77.3444.png,28.4354,77.3444,40,Cropland,16384,9328
28.8855_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8855_77.3558.png,28.8855,77.3558,40,Cropland,16384,14738
28.9854_76.9409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9854_76.9409.png,28.9854,76.9409,40,Cropland,16384,11408
28.8679_77.1146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.1146.png,28.8679,77.1146,40,Cropland,16384,7867
28.5766_77.1557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5766_77.1557.png,28.5766,77.1557,50,Built-up,16384,8163
28.7354_77.4443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7354_77.4443.png,28.7354,77.4443,40,Cropland,16384,10328
28.5355_77.0058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5355_77.0058.png,28.5355,77.0058,40,Cropland,16384,8795
28.9442_77.2444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9442_77.2444.png,28.9442,77.2444,40,Cropland,16384,13113
28.8943_77.0322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.0322.png,28.8943,77.0322,40,Cropland,16384,9729
28.7178_77.5821,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7178_77.5821.png,28.7178,77.5821,40,Cropland,16384,14715
28.4678_77.3321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4678_77.3321.png,28.4678,77.3321,50,Built-up,16384,7879
28.5678_77.4057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5678_77.4057.png,28.5678,77.4057,50,Built-up,16384,7887
28.7354_77.5557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7354_77.5557.png,28.7354,77.5557,40,Cropland,16384,14150
28.2591_77.6146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2591_77.6146.png,28.2591,77.6146,40,Cropland,16384,14341
28.3354_77.4558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3354_77.4558.png,28.3354,77.4558,40,Cropland,16384,14123
28.3590_77.0146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3590_77.0146.png,28.359,77.0146,40,Cropland,16384,15806
28.8767_77.5645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8767_77.5645.png,28.8767,77.5645,40,Cropland,16384,12530
28.9354_76.8646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9354_76.8646.png,28.9354,76.8646,40,Cropland,16384,15668
28.9442_77.5410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9442_77.5410.png,28.9442,77.541,40,Cropland,16384,10799
28.4942_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4942_76.9145.png,28.4942,76.9145,40,Cropland,16384,13682
28.6056_77.0645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6056_77.0645.png,28.6056,77.0645,50,Built-up,16384,15537
28.8442_77.3558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8442_77.3558.png,28.8442,77.3558,40,Cropland,16384,14409
28.4266_77.3943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4266_77.3943.png,28.4266,77.3943,40,Cropland,16384,10883
28.9942_76.9822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9942_76.9822.png,28.9942,76.9822,40,Cropland,16384,12156
28.9854_77.0234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9854_77.0234.png,28.9854,77.0234,50,Built-up,16384,14765
28.8855_77.4443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8855_77.4443.png,28.8855,77.4443,40,Cropland,16384,15713
28.6355_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6355_76.9145.png,28.6355,76.9145,40,Cropland,16384,10689
28.4942_77.0234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4942_77.0234.png,28.4942,77.0234,50,Built-up,16384,12949
28.5267_77.1058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5267_77.1058.png,28.5267,77.1058,10,Vegetation,16384,9376
28.6091_77.1058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6091_77.1058.png,28.6091,77.1058,50,Built-up,16384,13961
28.3590_77.1058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3590_77.1058.png,28.359,77.1058,20,Vegetation,16384,7892
28.7090_77.5443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7090_77.5443.png,28.709,77.5443,40,Cropland,16384,9720
28.8943_77.2058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.2058.png,28.8943,77.2058,40,Cropland,16384,15673
28.7767_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7767_77.3646.png,28.7767,77.3646,40,Cropland,16384,7190
28.8679_77.0944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8679_77.0944.png,28.8679,77.0944,40,Cropland,16384,10639
28.7943_76.9145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7943_76.9145.png,28.7943,76.9145,40,Cropland,16384,15820
28.4556_76.8822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4556_76.8822.png,28.4556,76.8822,40,Cropland,16384,12997
28.6854_77.2146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6854_77.2146.png,28.6854,77.2146,10,Vegetation,16384,10941
28.5557_76.8943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5557_76.8943.png,28.5557,76.8943,40,Cropland,16384,14985
28.8855_77.0557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8855_77.0557.png,28.8855,77.0557,40,Cropland,16384,12437
28.5355_77.1645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5355_77.1645.png,28.5355,77.1645,10,Vegetation,16384,12725
28.7855_77.5557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7855_77.5557.png,28.7855,77.5557,40,Cropland,16384,12731
28.4057_77.0410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4057_77.0410.png,28.4057,77.041,50,Built-up,16384,12792
28.8943_77.3233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8943_77.3233.png,28.8943,77.3233,40,Cropland,16384,12995
28.2090_77.0557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2090_77.0557.png,28.209,77.0557,50,Built-up,16384,8286
28.2767_77.0146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2767_77.0146.png,28.2767,77.0146,40,Cropland,16384,7756
28.2591_77.2734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2591_77.2734.png,28.2591,77.2734,40,Cropland,16384,13994
28.9178_77.5645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9178_77.5645.png,28.9178,77.5645,40,Cropland,16384,11696
28.4556_77.0410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4556_77.0410.png,28.4556,77.041,50,Built-up,16384,13068
28.4266_76.9321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4266_76.9321.png,28.4266,76.9321,40,Cropland,16384,9398
28.4556_77.0909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4556_77.0909.png,28.4556,77.0909,50,Built-up,16384,12601
28.3943_77.2410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3943_77.2410.png,28.3943,77.241,10,Vegetation,16384,6904
28.4942_77.1234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4942_77.1234.png,28.4942,77.1234,20,Vegetation,16384,7363
28.8354_77.5909,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8354_77.5909.png,28.8354,77.5909,40,Cropland,16384,9750
28.3442_77.2646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3442_77.2646.png,28.3442,77.2646,40,Cropland,16384,8062
28.4442_77.6410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4442_77.6410.png,28.4442,77.641,40,Cropland,16384,15590
28.8057_77.2058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8057_77.2058.png,28.8057,77.2058,40,Cropland,16384,10607
28.4766_77.0557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4766_77.0557.png,28.4766,77.0557,50,Built-up,16384,14037
28.9057_77.1733,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9057_77.1733.png,28.9057,77.1733,40,Cropland,16384,14380
28.6766_77.1557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6766_77.1557.png,28.6766,77.1557,50,Built-up,16384,14562
28.5091_77.4910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_77.4910.png,28.5091,77.491,50,Built-up,16384,9307
28.3767_77.5058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3767_77.5058.png,28.3767,77.5058,40,Cropland,16384,14732
28.6557_77.3145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6557_77.3145.png,28.6557,77.3145,50,Built-up,16384,13337
28.2557_77.4233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2557_77.4233.png,28.2557,77.4233,40,Cropland,16384,13093
28.2679_76.9409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2679_76.9409.png,28.2679,76.9409,40,Cropland,16384,15885
28.3442_77.4409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3442_77.4409.png,28.3442,77.4409,40,Cropland,16384,15665
28.6056_77.1322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6056_77.1322.png,28.6056,77.1322,10,Vegetation,16384,9628
28.6179_77.1645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6179_77.1645.png,28.6179,77.1645,10,Vegetation,16384,9815
28.5091_76.9822,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5091_76.9822.png,28.5091,76.9822,40,Cropland,16384,7158
28.2855_77.2234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2855_77.2234.png,28.2855,77.2234,40,Cropland,16384,15721
28.5854_77.4944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5854_77.4944.png,28.5854,77.4944,40,Cropland,16384,9306
28.4590_76.9321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4590_76.9321.png,28.459,76.9321,40,Cropland,16384,13967
28.9090_77.4910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9090_77.4910.png,28.909,77.491,10,Vegetation,16384,14364
28.9556_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9556_77.3646.png,28.9556,77.3646,40,Cropland,16384,14521
28.8354_77.4443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8354_77.4443.png,28.8354,77.4443,40,Cropland,16384,10609
28.4178_77.3057,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.3057.png,28.4178,77.3057,50,Built-up,16384,14246
28.6590_77.5557,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6590_77.5557.png,28.659,77.5557,40,Cropland,16384,11806
28.3057_77.3646,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3057_77.3646.png,28.3057,77.3646,40,Cropland,16384,10105
28.8354_77.2410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8354_77.2410.png,28.8354,77.241,40,Cropland,16384,14823
28.7679_76.9558,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7679_76.9558.png,28.7679,76.9558,40,Cropland,16384,14235
28.8090_77.2146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8090_77.2146.png,28.809,77.2146,40,Cropland,16384,9637
28.8354_76.9233,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8354_76.9233.png,28.8354,76.9233,40,Cropland,16384,8002
28.6443_77.1410,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6443_77.1410.png,28.6443,77.141,50,Built-up,16384,13810
28.5179_77.4734,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5179_77.4734.png,28.5179,77.4734,50,Built-up,16384,11784
28.9678_77.3145,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9678_77.3145.png,28.9678,77.3145,40,Cropland,16384,14835
28.7354_77.3444,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7354_77.3444.png,28.7354,77.3444,40,Cropland,16384,12708
28.4942_77.3321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4942_77.3321.png,28.4942,77.3321,50,Built-up,16384,12114
28.4590_77.0443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4590_77.0443.png,28.459,77.0443,50,Built-up,16384,12922
28.4178_77.0944,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4178_77.0944.png,28.4178,77.0944,50,Built-up,16384,10377
28.9590_77.6322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9590_77.6322.png,28.959,77.6322,40,Cropland,16384,7971
28.3767_77.3910,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.3767_77.3910.png,28.3767,77.391,40,Cropland,16384,11004
28.8442_77.6443,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8442_77.6443.png,28.8442,77.6443,40,Cropland,16384,13432
28.7679_77.3409,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.7679_77.3409.png,28.7679,77.3409,40,Cropland,16384,9116
28.9057_77.0322,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9057_77.0322.png,28.9057,77.0322,40,Cropland,16384,12303
28.6766_77.5234,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6766_77.5234.png,28.6766,77.5234,50,Built-up,16384,6746
28.6091_77.0058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6091_77.0058.png,28.6091,77.0058,50,Built-up,16384,10661
28.6056_77.4321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.6056_77.4321.png,28.6056,77.4321,50,Built-up,16384,7122
28.8057_77.3321,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8057_77.3321.png,28.8057,77.3321,40,Cropland,16384,13945
28.9178_77.6058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.9178_77.6058.png,28.9178,77.6058,40,Cropland,16384,12912
28.4590_77.6146,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.4590_77.6146.png,28.459,77.6146,40,Cropland,16384,14137
28.8178_77.0645,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.8178_77.0645.png,28.8178,77.0645,40,Cropland,16384,4824
28.2943_77.0058,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.2943_77.0058.png,28.2943,77.0058,20,Vegetation,16384,8790
28.5267_76.8943,/home/anish/Anish_Drive/AI_sustainability/archive/rgb/28.5267_76.8943.png,28.5267,76.8943,40,Cropland,16384,13521
